frame.number,_ws.col.Time,frame.len,tcp.seq,ip.dst,tcp.dstport,tcp.time_relative,tcp.len,tcp.ack,tcp.srcport,frame.time_relative
"25212","04:54:32.051591","66","1","10.1.1.1","5200","4.959198000","0","58361678","5201","4.961228000"
"25213","04:54:32.051800","66","1","10.1.1.1","5200","4.959407000","0","58364574","5201","4.961437000"
"25214","04:54:32.052066","66","1","10.1.1.1","5200","4.959673000","0","58367470","5201","4.961703000"
"25215","04:54:32.052074","11650","58645486","10.1.1.2","5201","4.959681000","11584","1","5200","4.961711000"
"25216","04:54:32.052281","66","1","10.1.1.1","5200","4.959888000","0","58370366","5201","4.961918000"
"25217","04:54:32.052287","1514","58657070","10.1.1.2","5201","4.959894000","1448","1","5200","4.961924000"
"25218","04:54:32.052536","66","1","10.1.1.1","5200","4.960143000","0","58373262","5201","4.962173000"
"25219","04:54:32.052753","66","1","10.1.1.1","5200","4.960360000","0","58376158","5201","4.962390000"
"25220","04:54:32.053057","66","1","10.1.1.1","5200","4.960664000","0","58379054","5201","4.962694000"
"25221","04:54:32.053292","66","1","10.1.1.1","5200","4.960899000","0","58381950","5201","4.962929000"
"25222","04:54:32.053298","13098","58658518","10.1.1.2","5201","4.960905000","13032","1","5200","4.962935000"
"25223","04:54:32.053531","66","1","10.1.1.1","5200","4.961138000","0","58384846","5201","4.963168000"
"25224","04:54:32.053742","66","1","10.1.1.1","5200","4.961349000","0","58387742","5201","4.963379000"
"25225","04:54:32.054000","66","1","10.1.1.1","5200","4.961607000","0","58390638","5201","4.963637000"
"25226","04:54:32.054213","66","1","10.1.1.1","5200","4.961820000","0","58393534","5201","4.963850000"
"25227","04:54:32.054543","66","1","10.1.1.1","5200","4.962150000","0","58396430","5201","4.964180000"
"25228","04:54:32.054550","13098","58671550","10.1.1.2","5201","4.962157000","13032","1","5200","4.964187000"
"25229","04:54:32.054740","66","1","10.1.1.1","5200","4.962347000","0","58399326","5201","4.964377000"
"25230","04:54:32.055006","66","1","10.1.1.1","5200","4.962613000","0","58402222","5201","4.964643000"
"25231","04:54:32.055223","66","1","10.1.1.1","5200","4.962830000","0","58405118","5201","4.964860000"
"25232","04:54:32.055472","66","1","10.1.1.1","5200","4.963079000","0","58408014","5201","4.965109000"
"25233","04:54:32.055479","13098","58684582","10.1.1.2","5201","4.963086000","13032","1","5200","4.965116000"
"25234","04:54:32.055692","66","1","10.1.1.1","5200","4.963299000","0","58410910","5201","4.965329000"
"25235","04:54:32.056033","66","1","10.1.1.1","5200","4.963640000","0","58413806","5201","4.965670000"
"25236","04:54:32.056217","66","1","10.1.1.1","5200","4.963824000","0","58416702","5201","4.965854000"
"25237","04:54:32.056486","66","1","10.1.1.1","5200","4.964093000","0","58419598","5201","4.966123000"
"25238","04:54:32.056492","11650","58697614","10.1.1.2","5201","4.964099000","11584","1","5200","4.966129000"
"25239","04:54:32.056718","66","1","10.1.1.1","5200","4.964325000","0","58422494","5201","4.966355000"
"25240","04:54:32.056970","66","1","10.1.1.1","5200","4.964577000","0","58425390","5201","4.966607000"
"25241","04:54:32.057171","66","1","10.1.1.1","5200","4.964778000","0","58428286","5201","4.966808000"
"25242","04:54:32.057508","66","1","10.1.1.1","5200","4.965115000","0","58431182","5201","4.967145000"
"25243","04:54:32.057517","11650","58709198","10.1.1.2","5201","4.965124000","11584","1","5200","4.967154000"
"25244","04:54:32.057705","66","1","10.1.1.1","5200","4.965312000","0","58434078","5201","4.967342000"
"25245","04:54:32.057711","2962","58720782","10.1.1.2","5201","4.965318000","2896","1","5200","4.967348000"
"25246","04:54:32.057964","66","1","10.1.1.1","5200","4.965571000","0","58436974","5201","4.967601000"
"25247","04:54:32.058194","66","1","10.1.1.1","5200","4.965801000","0","58439870","5201","4.967831000"
"25248","04:54:32.058443","66","1","10.1.1.1","5200","4.966050000","0","58442766","5201","4.968080000"
"25249","04:54:32.058663","66","1","10.1.1.1","5200","4.966270000","0","58445662","5201","4.968300000"
"25250","04:54:32.058981","66","1","10.1.1.1","5200","4.966588000","0","58448558","5201","4.968618000"
"25251","04:54:32.058987","13098","58723678","10.1.1.2","5201","4.966594000","13032","1","5200","4.968624000"
"25252","04:54:32.059188","66","1","10.1.1.1","5200","4.966795000","0","58451454","5201","4.968825000"
"25253","04:54:32.059442","66","1","10.1.1.1","5200","4.967049000","0","58454350","5201","4.969079000"
"25254","04:54:32.059667","66","1","10.1.1.1","5200","4.967274000","0","58457246","5201","4.969304000"
"25255","04:54:32.059935","66","1","10.1.1.1","5200","4.967542000","0","58460142","5201","4.969572000"
"25256","04:54:32.059943","13098","58736710","10.1.1.2","5201","4.967550000","13032","1","5200","4.969580000"
"25257","04:54:32.060131","66","1","10.1.1.1","5200","4.967738000","0","58463038","5201","4.969768000"
"25258","04:54:32.060451","66","1","10.1.1.1","5200","4.968058000","0","58465934","5201","4.970088000"
"25259","04:54:32.060650","66","1","10.1.1.1","5200","4.968257000","0","58468830","5201","4.970287000"
"25260","04:54:32.060909","66","1","10.1.1.1","5200","4.968516000","0","58471726","5201","4.970546000"
"25261","04:54:32.061130","66","1","10.1.1.1","5200","4.968737000","0","58474622","5201","4.970767000"
"25262","04:54:32.061138","13098","58749742","10.1.1.2","5201","4.968745000","13032","1","5200","4.970775000"
"25263","04:54:32.061402","66","1","10.1.1.1","5200","4.969009000","0","58477518","5201","4.971039000"
"25264","04:54:32.061591","66","1","10.1.1.1","5200","4.969198000","0","58480414","5201","4.971228000"
"25265","04:54:32.061858","66","1","10.1.1.1","5200","4.969465000","0","58483310","5201","4.971495000"
"25266","04:54:32.062088","66","1","10.1.1.1","5200","4.969695000","0","58486206","5201","4.971725000"
"25267","04:54:32.062095","13098","58762774","10.1.1.2","5201","4.969702000","13032","1","5200","4.971732000"
"25268","04:54:32.062356","66","1","10.1.1.1","5200","4.969963000","0","58489102","5201","4.971993000"
"25269","04:54:32.062550","66","1","10.1.1.1","5200","4.970157000","0","58491998","5201","4.972187000"
"25270","04:54:32.062877","66","1","10.1.1.1","5200","4.970484000","0","58494894","5201","4.972514000"
"25271","04:54:32.063096","66","1","10.1.1.1","5200","4.970703000","0","58497790","5201","4.972733000"
"25272","04:54:32.063103","11650","58775806","10.1.1.2","5201","4.970710000","11584","1","5200","4.972740000"
"25273","04:54:32.063350","66","1","10.1.1.1","5200","4.970957000","0","58500686","5201","4.972987000"
"25274","04:54:32.063359","1514","58787390","10.1.1.2","5201","4.970966000","1448","1","5200","4.972996000"
"25275","04:54:32.063565","66","1","10.1.1.1","5200","4.971172000","0","58503582","5201","4.973202000"
"25276","04:54:32.063906","66","1","10.1.1.1","5200","4.971513000","0","58506478","5201","4.973543000"
"25277","04:54:32.064092","66","1","10.1.1.1","5200","4.971699000","0","58509374","5201","4.973729000"
"25278","04:54:32.064334","66","1","10.1.1.1","5200","4.971941000","0","58512270","5201","4.973971000"
"25279","04:54:32.064340","13098","58788838","10.1.1.2","5201","4.971947000","13032","1","5200","4.973977000"
"25280","04:54:32.064552","66","1","10.1.1.1","5200","4.972159000","0","58515166","5201","4.974189000"
"25281","04:54:32.064797","66","1","10.1.1.1","5200","4.972404000","0","58518062","5201","4.974434000"
"25282","04:54:32.065012","66","1","10.1.1.1","5200","4.972619000","0","58520958","5201","4.974649000"
"25283","04:54:32.065343","66","1","10.1.1.1","5200","4.972950000","0","58523854","5201","4.974980000"
"25284","04:54:32.065351","11650","58801870","10.1.1.2","5201","4.972958000","11584","1","5200","4.974988000"
"25285","04:54:32.065495","66","1","10.1.1.1","5200","4.973102000","0","58526750","5201","4.975132000"
"25286","04:54:32.065751","66","1","10.1.1.1","5200","4.973358000","0","58529646","5201","4.975388000"
"25287","04:54:32.066052","66","1","10.1.1.1","5200","4.973659000","0","58532542","5201","4.975689000"
"25288","04:54:32.066299","66","1","10.1.1.1","5200","4.973906000","0","58535438","5201","4.975936000"
"25289","04:54:32.066514","66","1","10.1.1.1","5200","4.974121000","0","58538334","5201","4.976151000"
"25290","04:54:32.066523","13098","58813454","10.1.1.2","5201","4.974130000","13032","1","5200","4.976160000"
"25291","04:54:32.066840","66","1","10.1.1.1","5200","4.974447000","0","58541230","5201","4.976477000"
"25292","04:54:32.066992","66","1","10.1.1.1","5200","4.974599000","0","58544126","5201","4.976629000"
"25293","04:54:32.067228","66","1","10.1.1.1","5200","4.974835000","0","58547022","5201","4.976865000"
"25294","04:54:32.067497","66","1","10.1.1.1","5200","4.975104000","0","58549918","5201","4.977134000"
"25295","04:54:32.067502","13098","58826486","10.1.1.2","5201","4.975109000","13032","1","5200","4.977139000"
"25296","04:54:32.067764","66","1","10.1.1.1","5200","4.975371000","0","58552814","5201","4.977401000"
"25297","04:54:32.067987","66","1","10.1.1.1","5200","4.975594000","0","58555710","5201","4.977624000"
"25298","04:54:32.068306","66","1","10.1.1.1","5200","4.975913000","0","58558606","5201","4.977943000"
"25299","04:54:32.068442","66","1","10.1.1.1","5200","4.976049000","0","58561502","5201","4.978079000"
"25300","04:54:32.068766","66","1","10.1.1.1","5200","4.976373000","0","58564398","5201","4.978403000"
"25301","04:54:32.068774","13098","58839518","10.1.1.2","5201","4.976381000","13032","1","5200","4.978411000"
"25302","04:54:32.068856","1514","58852550","10.1.1.2","5201","4.976463000","1448","1","5200","4.978493000"
"25303","04:54:32.068981","66","1","10.1.1.1","5200","4.976588000","0","58567294","5201","4.978618000"
"25304","04:54:32.069239","66","1","10.1.1.1","5200","4.976846000","0","58570190","5201","4.978876000"
"25305","04:54:32.069474","66","1","10.1.1.1","5200","4.977081000","0","58573086","5201","4.979111000"
"25306","04:54:32.069779","66","1","10.1.1.1","5200","4.977386000","0","58575982","5201","4.979416000"
"25307","04:54:32.069787","13098","58853998","10.1.1.2","5201","4.977394000","13032","1","5200","4.979424000"
"25308","04:54:32.069972","66","1","10.1.1.1","5200","4.977579000","0","58578878","5201","4.979609000"
"25309","04:54:32.070251","66","1","10.1.1.1","5200","4.977858000","0","58581774","5201","4.979888000"
"25310","04:54:32.070476","66","1","10.1.1.1","5200","4.978083000","0","58584670","5201","4.980113000"
"25311","04:54:32.070746","66","1","10.1.1.1","5200","4.978353000","0","58587566","5201","4.980383000"
"25312","04:54:32.070951","66","1","10.1.1.1","5200","4.978558000","0","58590462","5201","4.980588000"
"25313","04:54:32.070959","13098","58867030","10.1.1.2","5201","4.978566000","13032","1","5200","4.980596000"
"25314","04:54:32.071276","66","1","10.1.1.1","5200","4.978883000","0","58593358","5201","4.980913000"
"25315","04:54:32.071455","66","1","10.1.1.1","5200","4.979062000","0","58596254","5201","4.981092000"
"25316","04:54:32.071731","66","1","10.1.1.1","5200","4.979338000","0","58599150","5201","4.981368000"
"25317","04:54:32.071970","66","1","10.1.1.1","5200","4.979577000","0","58602046","5201","4.981607000"
"25318","04:54:32.071977","13098","58880062","10.1.1.2","5201","4.979584000","13032","1","5200","4.981614000"
"25319","04:54:32.072203","66","1","10.1.1.1","5200","4.979810000","0","58604942","5201","4.981840000"
"25320","04:54:32.072434","66","1","10.1.1.1","5200","4.980041000","0","58607838","5201","4.982071000"
"25321","04:54:32.072742","66","1","10.1.1.1","5200","4.980349000","0","58610734","5201","4.982379000"
"25322","04:54:32.072944","66","1","10.1.1.1","5200","4.980551000","0","58613630","5201","4.982581000"
"25323","04:54:32.073208","66","1","10.1.1.1","5200","4.980815000","0","58616526","5201","4.982845000"
"25324","04:54:32.073216","13098","58893094","10.1.1.2","5201","4.980823000","13032","1","5200","4.982853000"
"25325","04:54:32.073431","66","1","10.1.1.1","5200","4.981038000","0","58619422","5201","4.983068000"
"25326","04:54:32.073680","66","1","10.1.1.1","5200","4.981287000","0","58622318","5201","4.983317000"
"25327","04:54:32.073902","66","1","10.1.1.1","5200","4.981509000","0","58625214","5201","4.983539000"
"25328","04:54:32.074218","66","1","10.1.1.1","5200","4.981825000","0","58628110","5201","4.983855000"
"25329","04:54:32.074225","13098","58906126","10.1.1.2","5201","4.981832000","13032","1","5200","4.983862000"
"25330","04:54:32.074410","66","1","10.1.1.1","5200","4.982017000","0","58631006","5201","4.984047000"
"25331","04:54:32.074687","66","1","10.1.1.1","5200","4.982294000","0","58633902","5201","4.984324000"
"25332","04:54:32.074907","66","1","10.1.1.1","5200","4.982514000","0","58636798","5201","4.984544000"
"25333","04:54:32.075157","66","1","10.1.1.1","5200","4.982764000","0","58639694","5201","4.984794000"
"25334","04:54:32.075382","66","1","10.1.1.1","5200","4.982989000","0","58642590","5201","4.985019000"
"25335","04:54:32.075388","13098","58919158","10.1.1.2","5201","4.982995000","13032","1","5200","4.985025000"
"25336","04:54:32.075710","66","1","10.1.1.1","5200","4.983317000","0","58645486","5201","4.985347000"
"25337","04:54:32.075920","66","1","10.1.1.1","5200","4.983527000","0","58648382","5201","4.985557000"
"25338","04:54:32.076166","66","1","10.1.1.1","5200","4.983773000","0","58651278","5201","4.985803000"
"25339","04:54:32.076376","66","1","10.1.1.1","5200","4.983983000","0","58654174","5201","4.986013000"
"25340","04:54:32.076449","10202","58932190","10.1.1.2","5201","4.984056000","10136","1","5200","4.986086000"
"25341","04:54:32.076629","66","1","10.1.1.1","5200","4.984236000","0","58657070","5201","4.986266000"
"25342","04:54:32.076869","66","1","10.1.1.1","5200","4.984476000","0","58659966","5201","4.986506000"
"25343","04:54:32.077172","66","1","10.1.1.1","5200","4.984779000","0","58662862","5201","4.986809000"
"25344","04:54:32.077375","66","1","10.1.1.1","5200","4.984982000","0","58665758","5201","4.987012000"
"25345","04:54:32.077383","13098","58942326","10.1.1.2","5201","4.984990000","13032","1","5200","4.987020000"
"25346","04:54:32.077663","66","1","10.1.1.1","5200","4.985270000","0","58668654","5201","4.987300000"
"25347","04:54:32.077868","66","1","10.1.1.1","5200","4.985475000","0","58671550","5201","4.987505000"
"25348","04:54:32.078115","66","1","10.1.1.1","5200","4.985722000","0","58674446","5201","4.987752000"
"25349","04:54:32.078312","66","1","10.1.1.1","5200","4.985919000","0","58677342","5201","4.987949000"
"25350","04:54:32.078319","13098","58955358","10.1.1.2","5201","4.985926000","13032","1","5200","4.987956000"
"25351","04:54:32.078648","66","1","10.1.1.1","5200","4.986255000","0","58680238","5201","4.988285000"
"25352","04:54:32.078795","66","1","10.1.1.1","5200","4.986402000","0","58683134","5201","4.988432000"
"25353","04:54:32.079078","66","1","10.1.1.1","5200","4.986685000","0","58686030","5201","4.988715000"
"25354","04:54:32.079281","66","1","10.1.1.1","5200","4.986888000","0","58688926","5201","4.988918000"
"25355","04:54:32.079604","66","1","10.1.1.1","5200","4.987211000","0","58691822","5201","4.989241000"
"25356","04:54:32.079612","13098","58968390","10.1.1.2","5201","4.987219000","13032","1","5200","4.989249000"
"25357","04:54:32.079815","66","1","10.1.1.1","5200","4.987422000","0","58694718","5201","4.989452000"
"25358","04:54:32.079821","2962","58981422","10.1.1.2","5201","4.987428000","2896","1","5200","4.989458000"
"25359","04:54:32.080070","66","1","10.1.1.1","5200","4.987677000","0","58697614","5201","4.989707000"
"25360","04:54:32.080282","66","1","10.1.1.1","5200","4.987889000","0","58700510","5201","4.989919000"
"25361","04:54:32.080605","66","1","10.1.1.1","5200","4.988212000","0","58703406","5201","4.990242000"
"25362","04:54:32.080805","66","1","10.1.1.1","5200","4.988412000","0","58706302","5201","4.990442000"
"25363","04:54:32.080811","13098","58984318","10.1.1.2","5201","4.988418000","13032","1","5200","4.990448000"
"25364","04:54:32.081066","66","1","10.1.1.1","5200","4.988673000","0","58709198","5201","4.990703000"
"25365","04:54:32.081290","66","1","10.1.1.1","5200","4.988897000","0","58712094","5201","4.990927000"
"25366","04:54:32.081539","66","1","10.1.1.1","5200","4.989146000","0","58714990","5201","4.991176000"
"25367","04:54:32.081753","66","1","10.1.1.1","5200","4.989360000","0","58717886","5201","4.991390000"
"25368","04:54:32.082086","66","1","10.1.1.1","5200","4.989693000","0","58720782","5201","4.991723000"
"25369","04:54:32.082100","13098","58997350","10.1.1.2","5201","4.989707000","13032","1","5200","4.991737000"
"25370","04:54:32.082292","66","1","10.1.1.1","5200","4.989899000","0","58723678","5201","4.991929000"
"25371","04:54:32.082532","66","1","10.1.1.1","5200","4.990139000","0","58726574","5201","4.992169000"
"25372","04:54:32.082750","66","1","10.1.1.1","5200","4.990357000","0","58729470","5201","4.992387000"
"25373","04:54:32.083004","66","1","10.1.1.1","5200","4.990611000","0","58732366","5201","4.992641000"
"25374","04:54:32.083010","13098","59010382","10.1.1.2","5201","4.990617000","13032","1","5200","4.992647000"
"25375","04:54:32.083226","66","1","10.1.1.1","5200","4.990833000","0","58735262","5201","4.992863000"
"25376","04:54:32.083561","66","1","10.1.1.1","5200","4.991168000","0","58738158","5201","4.993198000"
"25377","04:54:32.083745","66","1","10.1.1.1","5200","4.991352000","0","58741054","5201","4.993382000"
"25378","04:54:32.084019","66","1","10.1.1.1","5200","4.991626000","0","58743950","5201","4.993656000"
"25379","04:54:32.084026","11650","59023414","10.1.1.2","5201","4.991633000","11584","1","5200","4.993663000"
"25380","04:54:32.084233","66","1","10.1.1.1","5200","4.991840000","0","58746846","5201","4.993870000"
"25381","04:54:32.084487","66","1","10.1.1.1","5200","4.992094000","0","58749742","5201","4.994124000"
"25382","04:54:32.084701","66","1","10.1.1.1","5200","4.992308000","0","58752638","5201","4.994338000"
"25383","04:54:32.085032","66","1","10.1.1.1","5200","4.992639000","0","58755534","5201","4.994669000"
"25384","04:54:32.085044","11650","59034998","10.1.1.2","5201","4.992651000","11584","1","5200","4.994681000"
"25385","04:54:32.085230","66","1","10.1.1.1","5200","4.992837000","0","58758430","5201","4.994867000"
"25386","04:54:32.085237","2962","59046582","10.1.1.2","5201","4.992844000","2896","1","5200","4.994874000"
"25387","04:54:32.085497","66","1","10.1.1.1","5200","4.993104000","0","58761326","5201","4.995134000"
"25388","04:54:32.085750","66","1","10.1.1.1","5200","4.993357000","0","58764222","5201","4.995387000"
"25389","04:54:32.085965","66","1","10.1.1.1","5200","4.993572000","0","58767118","5201","4.995602000"
"25390","04:54:32.086201","66","1","10.1.1.1","5200","4.993808000","0","58770014","5201","4.995838000"
"25391","04:54:32.086505","66","1","10.1.1.1","5200","4.994112000","0","58772910","5201","4.996142000"
"25392","04:54:32.086514","13098","59049478","10.1.1.2","5201","4.994121000","13032","1","5200","4.996151000"
"25393","04:54:32.086714","66","1","10.1.1.1","5200","4.994321000","0","58775806","5201","4.996351000"
"25394","04:54:32.086978","66","1","10.1.1.1","5200","4.994585000","0","58778702","5201","4.996615000"
"25395","04:54:32.087203","66","1","10.1.1.1","5200","4.994810000","0","58781598","5201","4.996840000"
"25396","04:54:32.087449","66","1","10.1.1.1","5200","4.995056000","0","58784494","5201","4.997086000"
"25397","04:54:32.087456","13098","59062510","10.1.1.2","5201","4.995063000","13032","1","5200","4.997093000"
"25398","04:54:32.087655","66","1","10.1.1.1","5200","4.995262000","0","58787390","5201","4.997292000"
"25399","04:54:32.088007","66","1","10.1.1.1","5200","4.995614000","0","58790286","5201","4.997644000"
"25400","04:54:32.088192","66","1","10.1.1.1","5200","4.995799000","0","58793182","5201","4.997829000"
"25401","04:54:32.088453","66","1","10.1.1.1","5200","4.996060000","0","58796078","5201","4.998090000"
"25402","04:54:32.088460","11650","59075542","10.1.1.2","5201","4.996067000","11584","1","5200","4.998097000"
"25403","04:54:32.088700","66","1","10.1.1.1","5200","4.996307000","0","58798974","5201","4.998337000"
"25404","04:54:32.088931","66","1","10.1.1.1","5200","4.996538000","0","58801870","5201","4.998568000"
"25405","04:54:32.089148","66","1","10.1.1.1","5200","4.996755000","0","58804766","5201","4.998785000"
"25406","04:54:32.089478","66","1","10.1.1.1","5200","4.997085000","0","58807662","5201","4.999115000"
"25407","04:54:32.089484","11650","59087126","10.1.1.2","5201","4.997091000","11584","1","5200","4.999121000"
"25408","04:54:32.089675","66","1","10.1.1.1","5200","4.997282000","0","58810558","5201","4.999312000"
"25409","04:54:32.089939","66","1","10.1.1.1","5200","4.997546000","0","58813454","5201","4.999576000"
"25410","04:54:32.090141","66","1","10.1.1.1","5200","4.997748000","0","58816350","5201","4.999778000"
"25411","04:54:32.090393","66","1","10.1.1.1","5200","4.998000000","0","58819246","5201","5.000030000"
"25412","04:54:32.090610","66","1","10.1.1.1","5200","4.998217000","0","58822142","5201","5.000247000"
"25413","04:54:32.090618","13098","59098710","10.1.1.2","5201","4.998225000","13032","1","5200","5.000255000"
"25414","04:54:32.090962","66","1","10.1.1.1","5200","4.998569000","0","58825038","5201","5.000599000"
"25415","04:54:32.090968","2962","59111742","10.1.1.2","5201","4.998575000","2896","1","5200","5.000605000"
"25416","04:54:32.091157","66","1","10.1.1.1","5200","4.998764000","0","58827934","5201","5.000794000"
"25417","04:54:32.091404","66","1","10.1.1.1","5200","4.999011000","0","58830830","5201","5.001041000"
"25418","04:54:32.091626","66","1","10.1.1.1","5200","4.999233000","0","58833726","5201","5.001263000"
"25419","04:54:32.091900","66","1","10.1.1.1","5200","4.999507000","0","58836622","5201","5.001537000"
"25420","04:54:32.091908","13098","59114638","10.1.1.2","5201","4.999515000","13032","1","5200","5.001545000"
"25421","04:54:32.092099","66","1","10.1.1.1","5200","4.999706000","0","58839518","5201","5.001736000"
"25422","04:54:32.092419","66","1","10.1.1.1","5200","5.000026000","0","58842414","5201","5.002056000"
"25423","04:54:32.092601","66","1","10.1.1.1","5200","5.000208000","0","58845310","5201","5.002238000"
"25424","04:54:32.092865","66","1","10.1.1.1","5200","5.000472000","0","58848206","5201","5.002502000"
"25425","04:54:32.093085","66","1","10.1.1.1","5200","5.000692000","0","58851102","5201","5.002722000"
"25426","04:54:32.093093","13098","59127670","10.1.1.2","5201","5.000700000","13032","1","5200","5.002730000"
"25427","04:54:32.093344","66","1","10.1.1.1","5200","5.000951000","0","58853998","5201","5.002981000"
"25428","04:54:32.093555","66","1","10.1.1.1","5200","5.001162000","0","58856894","5201","5.003192000"
"25429","04:54:32.093897","66","1","10.1.1.1","5200","5.001504000","0","58859790","5201","5.003534000"
"25430","04:54:32.094029","66","1","10.1.1.1","5200","5.001636000","0","58862686","5201","5.003666000"
"25431","04:54:32.094037","13098","59140702","10.1.1.2","5201","5.001644000","13032","1","5200","5.003674000"
"25432","04:54:32.094351","66","1","10.1.1.1","5200","5.001958000","0","58865582","5201","5.003988000"
"25433","04:54:32.094563","66","1","10.1.1.1","5200","5.002170000","0","58868478","5201","5.004200000"
"25434","04:54:32.094815","66","1","10.1.1.1","5200","5.002422000","0","58871374","5201","5.004452000"
"25435","04:54:32.095037","66","1","10.1.1.1","5200","5.002644000","0","58874270","5201","5.004674000"
"25436","04:54:32.095043","11650","59153734","10.1.1.2","5201","5.002650000","11584","1","5200","5.004680000"
"25437","04:54:32.095304","66","1","10.1.1.1","5200","5.002911000","0","58877166","5201","5.004941000"
"25438","04:54:32.095506","66","1","10.1.1.1","5200","5.003113000","0","58880062","5201","5.005143000"
"25439","04:54:32.095829","66","1","10.1.1.1","5200","5.003436000","0","58882958","5201","5.005466000"
"25440","04:54:32.096057","66","1","10.1.1.1","5200","5.003664000","0","58885854","5201","5.005694000"
"25441","04:54:32.096066","11650","59165318","10.1.1.2","5201","5.003673000","11584","1","5200","5.005703000"
"25442","04:54:32.096147","67","141","10.1.1.2","5201","5.005784000","1","5","36492","5.005784000"
"25443","04:54:32.096304","66","1","10.1.1.1","5200","5.003911000","0","58888750","5201","5.005941000"
"25444","04:54:32.096311","2962","59176902","10.1.1.2","5201","5.003918000","2896","1","5200","5.005948000"
"25445","04:54:32.096514","66","1","10.1.1.1","5200","5.004121000","0","58891646","5201","5.006151000"
"25446","04:54:32.096784","66","1","10.1.1.1","5200","5.004391000","0","58894542","5201","5.006421000"
"25447","04:54:32.097005","66","1","10.1.1.1","5200","5.004612000","0","58897438","5201","5.006642000"
"25448","04:54:32.097305","66","1","10.1.1.1","5200","5.004912000","0","58900334","5201","5.006942000"
"25449","04:54:32.097485","66","1","10.1.1.1","5200","5.005092000","0","58903230","5201","5.007122000"
"25450","04:54:32.097496","13098","59179798","10.1.1.2","5201","5.005103000","13032","1","5200","5.007133000"
"25451","04:54:32.097753","66","1","10.1.1.1","5200","5.005360000","0","58906126","5201","5.007390000"
"25452","04:54:32.098023","66","1","10.1.1.1","5200","5.005630000","0","58909022","5201","5.007660000"
"25453","04:54:32.098237","66","1","10.1.1.1","5200","5.005844000","0","58911918","5201","5.007874000"
"25454","04:54:32.098456","66","1","10.1.1.1","5200","5.006063000","0","58914814","5201","5.008093000"
"25455","04:54:32.098462","13098","59192830","10.1.1.2","5201","5.006069000","13032","1","5200","5.008099000"
"25456","04:54:32.098779","66","1","10.1.1.1","5200","5.006386000","0","58917710","5201","5.008416000"
"25457","04:54:32.098928","66","1","10.1.1.1","5200","5.006535000","0","58920606","5201","5.008565000"
"25458","04:54:32.099254","66","1","10.1.1.1","5200","5.006861000","0","58923502","5201","5.008891000"
"25459","04:54:32.099464","66","1","10.1.1.1","5200","5.007071000","0","58926398","5201","5.009101000"
"25460","04:54:32.099471","11650","59205862","10.1.1.2","5201","5.007078000","11584","1","5200","5.009108000"
"25461","04:54:32.099724","66","1","10.1.1.1","5200","5.007331000","0","58929294","5201","5.009361000"
"25462","04:54:32.099995","66","1","10.1.1.1","5200","5.007602000","0","58932190","5201","5.009632000"
"25463","04:54:32.100238","66","1","10.1.1.1","5200","5.007845000","0","58935086","5201","5.009875000"
"25464","04:54:32.100400","66","1","10.1.1.1","5200","5.008007000","0","58937982","5201","5.010037000"
"25465","04:54:32.100733","66","1","10.1.1.1","5200","5.008340000","0","58940878","5201","5.010370000"
"25466","04:54:32.100740","13098","59217446","10.1.1.2","5201","5.008347000","13032","1","5200","5.010377000"
"25467","04:54:32.100945","66","1","10.1.1.1","5200","5.008552000","0","58943774","5201","5.010582000"
"25468","04:54:32.101196","66","1","10.1.1.1","5200","5.008803000","0","58946670","5201","5.010833000"
"25469","04:54:32.101410","66","1","10.1.1.1","5200","5.009017000","0","58949566","5201","5.011047000"
"25470","04:54:32.101735","66","1","10.1.1.1","5200","5.009342000","0","58952462","5201","5.011372000"
"25471","04:54:32.101744","13098","59230478","10.1.1.2","5201","5.009351000","13032","1","5200","5.011381000"
"25472","04:54:32.101949","66","1","10.1.1.1","5200","5.009556000","0","58955358","5201","5.011586000"
"25473","04:54:32.101957","1514","59243510","10.1.1.2","5201","5.009564000","1448","1","5200","5.011594000"
"25474","04:54:32.102199","66","1","10.1.1.1","5200","5.009806000","0","58958254","5201","5.011836000"
"25475","04:54:32.102415","66","1","10.1.1.1","5200","5.010022000","0","58961150","5201","5.012052000"
"25476","04:54:32.102669","66","1","10.1.1.1","5200","5.010276000","0","58964046","5201","5.012306000"
"25477","04:54:32.102890","66","1","10.1.1.1","5200","5.010497000","0","58966942","5201","5.012527000"
"25478","04:54:32.102901","13098","59244958","10.1.1.2","5201","5.010508000","13032","1","5200","5.012538000"
"25479","04:54:32.103218","66","1","10.1.1.1","5200","5.010825000","0","58969838","5201","5.012855000"
"25480","04:54:32.103364","66","1","10.1.1.1","5200","5.010971000","0","58972734","5201","5.013001000"
"25481","04:54:32.103644","66","1","10.1.1.1","5200","5.011251000","0","58975630","5201","5.013281000"
"25482","04:54:32.103936","66","1","10.1.1.1","5200","5.011543000","0","58978526","5201","5.013573000"
"25483","04:54:32.103944","11650","59257990","10.1.1.2","5201","5.011551000","11584","1","5200","5.013581000"
"25484","04:54:32.104144","66","1","10.1.1.1","5200","5.011751000","0","58981422","5201","5.013781000"
"25485","04:54:32.104365","66","1","10.1.1.1","5200","5.011972000","0","58984318","5201","5.014002000"
"25486","04:54:32.104694","66","1","10.1.1.1","5200","5.012301000","0","58987214","5201","5.014331000"
"25487","04:54:32.104834","66","1","10.1.1.1","5200","5.012441000","0","58990110","5201","5.014471000"
